record_id_1,record_id_2
03163970-ed60-4212-ac91-709cdf59ee7f,6c1f478c-05c4-4ea2-9bd3-6dc00a38d160
03163970-ed60-4212-ac91-709cdf59ee7f,7356ed75-d237-4c77-88d4-99e5a7235a72
03163970-ed60-4212-ac91-709cdf59ee7f,bbe880ab-b03c-4281-8b80-4b385c7e50f8
03163970-ed60-4212-ac91-709cdf59ee7f,c2866922-660d-4277-bed1-1363ea82837a
03163970-ed60-4212-ac91-709cdf59ee7f,de7ba852-3493-4c50-a3aa-ea167873bf12
03163970-ed60-4212-ac91-709cdf59ee7f,e798ffe8-5299-43ae-b5ae-f9e7b5a56874
03163970-ed60-4212-ac91-709cdf59ee7f,f7051895-80ea-4603-93ad-1a6f9eb7ad20
032147c7-d41c-42af-b02e-98897f6e076d,0aca438a-be5a-4f22-b8a4-8e49cc739736
032147c7-d41c-42af-b02e-98897f6e076d,2a00e7f7-1c2d-4292-bb9e-7752b7be6202
032147c7-d41c-42af-b02e-98897f6e076d,60d1a991-9b3f-4774-9cf4-c113b39a197d
032147c7-d41c-42af-b02e-98897f6e076d,6c1f478c-05c4-4ea2-9bd3-6dc00a38d160
032147c7-d41c-42af-b02e-98897f6e076d,7356ed75-d237-4c77-88d4-99e5a7235a72
032147c7-d41c-42af-b02e-98897f6e076d,bbe880ab-b03c-4281-8b80-4b385c7e50f8
032147c7-d41c-42af-b02e-98897f6e076d,c2866922-660d-4277-bed1-1363ea82837a
032147c7-d41c-42af-b02e-98897f6e076d,de7ba852-3493-4c50-a3aa-ea167873bf12
032147c7-d41c-42af-b02e-98897f6e076d,e798ffe8-5299-43ae-b5ae-f9e7b5a56874
032147c7-d41c-42af-b02e-98897f6e076d,f7051895-80ea-4603-93ad-1a6f9eb7ad20
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,0f792505-7a2b-484b-b93a-6931df3ef8cc
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,2050aa1a-5a7d-4c2b-8f3a-77d9e3d132b7
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,2d4e068b-98b3-494f-bf45-b902f1d08af2
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,3d031534-8ea7-4594-b485-50289c21e7c8
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,46b2a631-29a2-413e-b40c-9c594e82f250
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,93694e75-1b63-4afa-a8eb-d00ff021dc10
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,ad1e7992-cd46-4eff-9ee6-ff46e475b6ec
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,b3d403d1-13df-4f70-8981-f264f1200c35
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,dfdea9a1-a32d-4b26-8c6a-f775bbd1f539
0330c878-5ac9-40ec-bd3d-3fafffc7f16a,e3a13900-28bd-4114-b5d7-73aba5f40f48
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,1fbe0e92-85d3-46c6-8a33-e1557f45edc0
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,26be12d8-a5c2-4345-84d7-9c714878d32d
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,2761c0ad-31d8-476c-9fa2-dd2c9716af6b
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,3963c5e6-35d3-4a76-92b9-a3615cac695c
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,429de05c-431f-46d4-bbb9-450a5bd981ea
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,4b58f615-6b70-41a4-9d02-2a3a69397fd1
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,5131990d-d895-4999-a538-4a64f67b5d66
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,5f7f22d2-2a50-4329-a82d-8f271925cd5c
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,ac376027-58ef-42d1-ba26-b1276a6af7ba
03f9ffc0-cbad-453d-adb2-78a5681b5c6f,ce4edcb8-14da-48f2-8f60-16324df73e1f
0438d870-bdc4-414f-bff6-379c86484df1,0c2f551c-3c61-429c-9887-68138eb955d6
0438d870-bdc4-414f-bff6-379c86484df1,248a75ba-24bb-4be4-a8a8-ede05105a98c
0438d870-bdc4-414f-bff6-379c86484df1,297cea1a-0efe-4690-b9c8-76448322712f
0438d870-bdc4-414f-bff6-379c86484df1,31d96ef7-8534-4622-b37c-1d9725806070
0438d870-bdc4-414f-bff6-379c86484df1,478d96ac-1e77-4adc-a182-accedc0cc15b
0438d870-bdc4-414f-bff6-379c86484df1,718551f7-6a60-492d-a310-ba0e2077ab01
0438d870-bdc4-414f-bff6-379c86484df1,81694de1-64f7-4bc5-8632-b46718267f1e
0438d870-bdc4-414f-bff6-379c86484df1,89e78d81-5cfe-485b-acbc-6a89de0a4474
0438d870-bdc4-414f-bff6-379c86484df1,a584962b-16e4-4ccc-8fb5-237f4d2106cf
0438d870-bdc4-414f-bff6-379c86484df1,b9a72d98-29b1-489d-9f23-3b82a4a31e7a
043a7937-20e8-48c0-952c-8473d5c3fe46,081e0b6b-b09a-4787-b093-b57473c0406e
043a7937-20e8-48c0-952c-8473d5c3fe46,087bbdac-936b-4658-a3ee-927537a5793a
043a7937-20e8-48c0-952c-8473d5c3fe46,0c6f6265-3063-479a-89b1-ebeda2141290
043a7937-20e8-48c0-952c-8473d5c3fe46,106d1f80-df06-43ab-bfbd-5157bafce748
043a7937-20e8-48c0-952c-8473d5c3fe46,17c5db35-a423-40ac-b530-1f48ba2f1a62
043a7937-20e8-48c0-952c-8473d5c3fe46,1c830809-b4c3-4463-8e27-878d5c276d1a
043a7937-20e8-48c0-952c-8473d5c3fe46,4d9eb303-3777-49ca-9375-24710b2274e0
043a7937-20e8-48c0-952c-8473d5c3fe46,59c0fb67-4129-410b-9bfb-df147d6885d8
043a7937-20e8-48c0-952c-8473d5c3fe46,65c62e5c-4cfd-45e3-a049-cdc4bbd11198
043a7937-20e8-48c0-952c-8473d5c3fe46,7ff066ba-1259-4d39-8a8c-31c8e01bd734
043a7937-20e8-48c0-952c-8473d5c3fe46,90495057-beff-4dea-bd7a-f5846cc28eb8
043a7937-20e8-48c0-952c-8473d5c3fe46,938c16d7-b6ea-4483-b4c9-513afabc487b
043a7937-20e8-48c0-952c-8473d5c3fe46,9fa5a021-0f7c-4965-bdc9-bc4849a7dbab
043a7937-20e8-48c0-952c-8473d5c3fe46,ddd8d67b-ee74-4dd6-a83e-02e957371888
043a7937-20e8-48c0-952c-8473d5c3fe46,e4f487c4-86bd-4b2b-b27d-235b184058a1
043a7937-20e8-48c0-952c-8473d5c3fe46,efe39511-ab75-4fc5-b7dc-e35ae8778fe7
043a7937-20e8-48c0-952c-8473d5c3fe46,fb12b0db-4189-41c9-bbd4-72347be9948a
0457d120-0dae-4659-8f90-e63c345dbc56,416c4053-7a05-4b2c-a1f7-0f11a09c625a
0457d120-0dae-4659-8f90-e63c345dbc56,5a6efb53-1472-47a2-8525-ed484c54f393
0457d120-0dae-4659-8f90-e63c345dbc56,66912fce-1330-4c90-a987-7f67676af4a6
0457d120-0dae-4659-8f90-e63c345dbc56,7f5dadb7-8db8-4753-91d8-2d506588a642
0457d120-0dae-4659-8f90-e63c345dbc56,823b0f07-49a0-4377-a02a-51483a34d883
0457d120-0dae-4659-8f90-e63c345dbc56,9550d4d7-6e54-4f4e-a272-7aaf42e59003
0457d120-0dae-4659-8f90-e63c345dbc56,9e1a7d7d-d862-4a9d-b297-435723b549f2
0457d120-0dae-4659-8f90-e63c345dbc56,d29c785f-e31e-4090-922a-2d28e133a38d
0457d120-0dae-4659-8f90-e63c345dbc56,e161b2fa-e2f6-4549-88d4-bdcbf7ca1c1f
0457d120-0dae-4659-8f90-e63c345dbc56,f2dbfb1b-c7b8-43bf-b74d-8e1016ad30d8
04a15a80-90a9-4ff7-953f-a4827de53000,08426bc2-8aa7-4973-b35f-51cfe623ed48
04a15a80-90a9-4ff7-953f-a4827de53000,110eab3a-fcb6-47b0-948f-c401278aef0e
04a15a80-90a9-4ff7-953f-a4827de53000,2a8cd1a7-4db6-4855-8a2c-268ae7055523
04a15a80-90a9-4ff7-953f-a4827de53000,2fbb754e-d4e2-4387-abc7-925569daf76f
04a15a80-90a9-4ff7-953f-a4827de53000,3ea58d7d-26ad-4131-a4bc-47c7ddf021af
04a15a80-90a9-4ff7-953f-a4827de53000,613c3ed9-2423-4296-8acd-993c4a6f1d2c
04a15a80-90a9-4ff7-953f-a4827de53000,622b9d45-f500-400e-86a0-9f849a6aaf0e
04a15a80-90a9-4ff7-953f-a4827de53000,7a1e04d1-1b30-48c1-a8a2-7bd0a2b6f9d6
04a15a80-90a9-4ff7-953f-a4827de53000,7a8f4afc-75fd-4981-9131-ede63b080559
04a15a80-90a9-4ff7-953f-a4827de53000,7c75db6b-3141-46b6-97b6-50239fcd0cc4
04a15a80-90a9-4ff7-953f-a4827de53000,7fcab828-673f-468c-af30-82436671de03
04a15a80-90a9-4ff7-953f-a4827de53000,88d2b738-2127-4568-b099-a3272b40456b
04a15a80-90a9-4ff7-953f-a4827de53000,9023b469-a86d-4a55-9998-4fea1843dcda
04a15a80-90a9-4ff7-953f-a4827de53000,9b17c1a0-1574-4d9e-836c-fb40531a0ed7
04a15a80-90a9-4ff7-953f-a4827de53000,b43cfe2b-d6f4-4337-8d2c-37203e476411
04a15a80-90a9-4ff7-953f-a4827de53000,b6049937-1a2b-4f4a-b1de-06e6556845ab
04a15a80-90a9-4ff7-953f-a4827de53000,b6281e34-f18b-477f-8ec8-8df69063e6f4
04a15a80-90a9-4ff7-953f-a4827de53000,c6e4fdd0-9c57-4a7c-92c7-09305e4f79f8
04a15a80-90a9-4ff7-953f-a4827de53000,d44fb74b-a08c-4337-ab7e-f526f81f8170
04a15a80-90a9-4ff7-953f-a4827de53000,fbe910bd-c137-49ce-a8d8-c5d602c4afc2
04b1cd8f-2ccd-49d8-8dad-bd6ec32b7cec,18a45e4b-6ce7-43e0-8317-10d6cd0115c7
04b1cd8f-2ccd-49d8-8dad-bd6ec32b7cec,536ae931-5e21-4049-b713-4c869169f2de
04b1cd8f-2ccd-49d8-8dad-bd6ec32b7cec,5451ee21-d9bc-4ae1-8760-52d3cfc0129b
